reviewId,userName,content,score,at
f452f39f-374d-48f3-8e91-195dcbbe44c2,Lee Yungshi,"It has great clothes and all , the problem here is that they dont have a contact phone number to call if you had problems with your order. You have to chat with their robot servers which can make it complicated because it doesn't have all ur answers, it takes too long to get a a real agent to chat with and they dont solve everything on time, it's just hard to get help from them...",2,12/06/2020 16:23
4463a827-3f36-4ddf-9da9-b358559f959f,A Google user,Products are good in this app. But the main problem is in tracking the product. Customer care response. They never knew when the product will be delivered and if anything go wrong while delivering they say to wait but they don't take any initiation to sort the issue and inform customers . I waited for more than one month for a package still no proper response. Please improve all and provide valid number to contact customer care. If a package is delayed please arrange acknowledgement.,1,09/11/2019 6:51
831ac532-354d-47ed-aeec-083ee480e370,Rhea Lyn Acson,Shein please can you fix the daily point check in I only received 1 or 2 points everyday. I really love shein. I'm obsessed with your products and the points really help me to reduce my account payable. I'm loyal with shein but now I don't know what happened to shein points. I don't know if I'm the only one experienced this problem. Please fix it asap. Thank you,2,21/01/2023 4:24
2725de9b-017c-4454-8dc7-04efaf7f6846,A Google user,"Terrible experience. After almost a month of my order being placed and full amount being paid online, they have now by themselves cancelled it. The refund is not sent. Also, now that we are in problem, there is no one to help or talk or no one answering the calls. They are just plain ignoring the calls, tickets and no response. All money wasted and no order received. Pathetic platform overall.",1,27/06/2019 16:15
a589dc7f-0a29-43df-9680-47da5382d556,andrea gamary,This stupid company ripped me off! I had ordered in the past from them and never had a problem until now!!! On November 21 I put in an order for 45 dollars and some change. I used Afterpay to pay for the order. I one more payment to make to them and yet I do not have my product. Shein has no record of my invoice and apparently NO CUSTOMER SERVICE!!!! I want my money back or my product. Or at the very least a human being to contact me!Bad business seriously!!!,1,06/12/2021 17:29
ed158f72-80bc-4c84-aea9-4bf77641061f,Seluleko Zulu,"The app is great, not going to lie but what I have a problem with is when my order got here in SA. I paid the tax they wanted and did everything. They are still sending me messages saying I haven't paid. My order is about to be sent back and I can't lose the amount of money I have spent. I'm disappointed in the delivery service Shein has picked and if anything happens I want a refund because I have lost a lot of money trying to pay the stupid tax.",1,17/09/2022 13:57
7671ac21-fe89-49f4-bb27-3f44ed05235a,A Google user,This update sucks ! Everything was fine until i got the update. As soon as i update the app it has been showing that there is some problem in their server and they are trying to fix it. It has been three days since i got the update and since then I have not been able to use the app. I am looking forward to purchase some stuff. kindly fix it as soon as possible.,1,12/04/2019 14:31
b866cd2b-e6eb-4227-9a99-403ef5a4d5a5,A Google user,"It is the worst online shopping application I have come across. Also with worst customer care services. Compared to any other online shopping Apps, it is really worst. I have purchased a product from it worth 733 rupees, but due to size issues I wanted return it. Then they charged for returns ( no problem with this) but it's been 2 months I didn't get any refund wch was abt 502,they have taken 200 as charges and if I go to the bank and check my statement also there is no refund from them but",1,03/01/2020 17:54
55f97567-b042-4ca9-a50a-837b3d8676d6,A Google user,Overall the products are good but your customer service is very awful. I have a problem with my order not being delivered so I have been trying to get answers through your customer service but it only has a fixed set of questions !!! Plus on tracking my order it says reached maximum attempt count but I didn't receive a single call.,2,14/11/2019 7:11
c0de7a90-4ea1-461f-818f-99090eabcb12,A Google user,Your customer service is very poor there is no response from the hotline and the chat is worst.The problems are not solved as it has only fixed set of questions. I received a message stating that the delivery of the product was delayed and also mentioned to confirm that if I still wanted the order to be delivered (contact through chat or hotline). But both the mode of communication are not responding.,1,02/01/2020 8:53
348b88b9-bf1f-49a3-aee9-24c7e6971d6e,A Google user,"My experience with Shein is not at all good. First of all the first problem I would like to say is that they don't give you any information about your products which is being shipped. This is a little disappointing for me. The second I would like to say that there are a lot of problems in returning the products. My whole day went in returning the products which was delivered. Still it was not pick up return. They told me that I have to courier it as there are some errors in return pick up. I could not understand the problem. Like they can deliver the products in my place but they can't return pick up from my place which was ridiculous. I even asked them in which part of my city you can pick please let me know so I can return pick up. They were not telling me. Courier was costing me too much. This simply means they are just looting their customers. Also the description and the pictures which they give is not the products which you get delivered at your place. It is completely different, trust me. The quality of my top was not all good, all the furs were coming out. The products are no use to me now. I never expected from such a big brand to give their services like this. I am never going to buy any products from Shein because of the obvious reasons. I recommend you all also to not to buy from there as you may also face the same problems as I have faced. Thank you!",1,09/12/2018 20:17
fae79895-61b4-4ddd-8781-4ab92fda1db5,Rand Sbaih,"I am always a customer with you and I do not like to buy clothes except from your application, but in the recent period, 26 dollars have been added when buying, in addition to the commission that may reach 8 dollars, and with all this customs, I have become 10% of the value of the amount. I prefer your products and I want a solution to this problem... Can you help me??",1,23/01/2022 23:43
c1340fcb-d0f0-4cef-b442-5e621d0f8f43,Elkanah Ombasa,"The app has some of the best fashio stuff with the best prices ever. But the only problem I have is customer care service and delivery of customer orders. I made an order over one month ago and until today I haven't received it yet, despite it being shipped a couple of days after placing the order. The package arrived in Qatar over one week ago, but I'm not seeing any signs of receiving it any soon. I have tried to contact customer care agents to no avail. Only the stupid answers from auto bot",2,03/02/2022 16:02
50711083-f89a-409a-a99d-08f328f68052,Panther In A Hood,The products are great and for an affordable price. Only problem is returns. I canceled an order and supposedly got a refund. It told me it would take a couple days which I didn't mind. I checked my bank account once I revived the notification from Shein saying my return was completed. I never received it. I thought my bank just didn't process it yet and decided to wait a few days to see if it changed. It's been a week. I'm very upset. I would like my money back.,1,15/02/2022 14:42
eef06a73-0f88-4151-b1cf-330e7b7e3686,Ronald Westmoreland,"EDIT: BEWARE! Will sell your information unless turned off in settings. After contacting support about my order hold they asked me to verify my identity with a government issued ID. I get it, but if I have to provide my ID for every order for an online retailer, that's a problem. It's inconvenient af. Imagine if Amazon did the same thing or asked for you fingerprints, blood type, or nationality. I don't want to shop with a retailer that asks me such personal information for sub-par products.",1,29/07/2022 23:17
0c2cdec3-6d33-41bf-a91e-5b7acb841e6f,A Google user,"The fabric of the clothes is legit but the sizing is constantly off as in the clothes are too long, or maybe they just expect all of their customers to be tall. But my main problem, A REALLY IMPORTANT PROBLEM and that is that there's not a single ingredient description for the makeup and there's no details on animal testing as well. This has no consideration towards their customers and should be fixed.",1,07/02/2020 17:58
67ed8c97-0880-4a86-b73a-a1fd0ff2be42,Pranisha Singh,"Absolutely disappointed and disgusted with Shein! They blocked me from shopping with ZERO explanation and refuse to answer emails or respond via ticket logged. If you have a problem with your order and they just don't feel like responding, they won't! Consider that before purchasing from this fong kong Chinese nonsense! So typical of them!!!",1,29/11/2022 18:16
4c13ae6d-da02-4837-a92a-0255dacaf2ba,A Google user,Only the clothes and variety is good. Customer care and support team experience is damn bad. Order tracking is not updated on time and customer care agents don't know how to address the problem. Reiterating terms and conditions will only irritate the customer and not help them. Very poor service.,1,19/01/2020 8:57
de4a17c1-7995-4b8f-a29e-2242783ecb28,Lila Van Coller,"Something's wrong with your search bar's algorithm. I type in ""sweater"" and it gives me everything with ""without sweater"" in the description. I type in ""t-shirt"" and it keeps giving me combos of jackets and shorts, and there's no way to exclude them from the results. I search ""boots"" and they give me shoe coverings. ""Heels"" gives me sandals. ""Dress"" gives me baby clothes. I didn't have this problem a few days ago. Also, R1 050 for free delivery? Are you out of your mind?",2,01/12/2022 13:27
b39daf53-a291-49f6-9a3a-6d8fef8bbdb4,s monika,Customer service non existent you can't speak with anyone or email anyone. You can return things that's it. One item was missing from my order I was charged for I have left a note in return package nobody cared. Be careful if you have a problem you are on your own. Uninstalled I will never order anything again. I can't stand companies with no customer service.,1,02/08/2020 15:37
fa747dd0-a2b3-4af3-be51-98f1455ba510,Dot reynolds,At first I thought this site was great. Ordered several times without any problems and was pleased with the clothing I purchased. The last two orders not so much. After 4 emails to customer service I finally received a response and my items came. This time around I've emailed 5 times.... still no response and still no package. According to the post office they're still waiting on the package themselves. Seems as if they hook you with the first couple of orders then just run games taking 💰,1,07/06/2021 4:16
c48b8598-691b-433b-a529-bd0cf8c11d41,ESTER MAGALA,The App works really good but the problem is that they take a long time to process and ship out and order,1,01/12/2022 17:21
430bf8a0-018e-49bd-9e3f-4bd8abf62c02,Jean Paul Alam,"Honestly it's maybe one of the best shopping stores but I cant shop. I go to checkout and it gives me an oops problem with the servers, I go to Customer Service and it's just a white screen,FAQ, also a white screen. Uninstalled then reinstalled it's the same so I don't know what's up. Very sad about this",1,04/02/2022 22:20
a18f5fb4-d5fc-43fc-92b8-9ffea62a8c98,A Google user,"This is my first review ever because I have no way at all to contact shein. Shopping from shein has been my worst online experience ever. Their customer service is pathetic. i have tried all ways possible to contact them - manual support, live chat, call reservation, raising a ticket. Its a JOKE. Its been 2 months and I still have not gotten any resolution to my problem. there was no pick up for my return request and my money is wasted on a sub standard quality producy with sizing issues!",1,29/01/2019 13:03
89f1dba1-e70d-4c85-a658-e71baffac3df,A Google user,"Don't ever get this bitching app, this is just a fraud shopping app with all bots configured in it. If you got any problem you don't have any means to communicate with them. Abd these customer support ( bot) keeps saying the same thing again and again. Even if I tried to call them several times but they don't take my call.",1,21/08/2019 10:18
d262a01e-9185-4ea6-ad64-427f1fcfea9d,Namani Netshitulame,"I love everything about the app, the problem started when my last purchase didn't minus the 10% voucher I had. I tried contacting you via you app and I tried contacting you via Instagram but I didn't get any help. And one of my friends told me she claimed her tariff charges, but when I asked via Instagram I was told it is not possible. I honestly feel like deleting the app now",1,04/02/2022 17:54
90516d32-ce2f-474e-bbfd-7f87e3233164,Mitchell Pius,"Shein need more development in so many areas, shein need a costumer service where u can chat directly to costumer care, and shein need to look into customers problem they don't take it serious, they have alot of scammers selling in shein who scam money from people and at the end shein will never help you to solve the problems, if nothing is done about all this shein will loose alot of customer, I myself am scard of buy things from shein because they most time send me incomplete item, work on she",1,23/03/2023 11:43
1c6b77fd-58bb-4da3-a7cd-7c55fbda4a29,Setaunne tt,Lately I have been on a problem were they don't accept my card even thought. They have money on it. I have try another cards also and they denied it. I don't understand why is still happening that can't accept my payment. I have updated the app also but did not work.,1,18/03/2023 6:59
8fb5ee58-1085-471e-806f-cc84ccde0371,A Google user,I have been ordering from shein from a long time but this time my prepaid orders been in my delivery area since a week and still not delivered. I have been talking at Customer care since then and still no positive outcomes. So unhappy with the services lately also got refund problems for another product too. So frustrating.!,2,03/04/2019 8:43
b363745d-be08-42a3-afbb-65dcfc819a32,Ghe Fabz,"Reading from other reviews, looks like shein hasn't done anything about the shipping problem, which i currently have a problem also. This imile shipping shouldn't exist at all if the cant do there job properly, i would suggest that you should alteast let the customer choose the right shipping company they like free shipping or not. I would rather pay for shipping, if thats whats convenient for me in my place.",1,12/12/2021 3:15
a4c5e23b-f32d-4866-b79c-e7adc1f89e96,A Google user,It is a very bad experience.... Ordered something which is just opposite what i saw... When i ask for return they said return policy not available... I have wasted my money in these 2 items.. I even cannot use this item. Guyz don't believe in the aap They show something and send something.. I started recently shopping with this website but this is seriously disgusting. Not a proper customer support. Not listening problems what we are facing.,1,08/12/2019 11:59
cf695855-dafe-437e-a3f4-fb362c8f71b5,T-Brandy,Cheap Clothes Poor Service I purchased a several items from Shein. My first 2 orders arrived with no problem. My 3rd order never arrived. I asked for a refund since the items are over a week late and they credited me 50 points instead of my package or refund. I have to call the bank in order to recieve my refund. Do not order from them.,1,08/07/2021 16:24
d04d822f-94a0-4af5-907c-89638900ebaa,A Google user,I am really facing trouble in ordering stuffs from this app. I actually love the variety of stuffs you have but I really had a hard time ordering. I had ordered for more than twice but failed to get the order delivered to my door step. I urgently needed that order to be delivered but couldn't receive due to some reason. Can you please look in the matter and let me know what I need to do regarding this problem? Hoping for your positive response.,2,30/07/2019 22:28
d7cbc871-d2e4-46f1-95e4-5df5c5a7bff9,A Google user,Please try to update the customer time to time. Delivery needs more and more improvement.It's been 13 days I've ordered some clothes. Still it is not shipped yet. I'm a first time buyer.So it is not a great experience for me.Infact it's a terrible experience. At first i ordered some clothes which got canceled due to some shipping problem. However i got my refund because i paid that through debit card. Again i ordered some clothes. Which is still in processing. You guys need a lot of improvement,1,20/07/2019 14:39
4de29873-c3e2-4154-bbc3-f5926cba8702,AASTHA SINGH,Its is terrible. I understand that the delivery will take time because of covid outbreak. But then to an order which is placed on 05/09/2020 is still in your center and has not been sent out to the logistic company. Such bad experience. It is the 1st time I placed an order with you and I am facing this issue. Same is the problem with my 2nd order. And no one is helping.,1,27/05/2020 13:40
02dc6b2a-9651-4383-98a7-2b1e8d8f9550,Crystel Mcquade,"I haven't had a problem until now. I received part of my package that also had things in it that I didn't order. I've been waiting for the rest of the order 2 weeks past the estimated delivery date. Because the package came separately I also should've had two different tracking numbers and there is only one tracking number to go off of. Please fix this, thank you",1,02/04/2022 2:25
851e8561-6e90-481c-8ddb-9f55d6c14616,A Google user,"Very disgusting if it comes to returning the product, there is a big problem regarding sizes!!! Very disappointing, it was my first experience and last too. I wouldn't recommend this app ever to someone",2,26/11/2018 17:52
e620a2ab-7362-40e1-a160-21f8c83df485,Shefali Meharwa,I like the collection but price of products is high as per expectations. I hate this app as they deliver products very late it take around 30 days to deliver products. There is no proper estimation date for delivering . The help centre is worst . They never solve the problem. Pathetic service.,1,25/05/2020 8:19
5853fa69-32d6-45b8-9740-3353b57fc6a7,Leia Rose,"I have ordered twice with shein before and delivered to two different places, different states in MY. But this time, I cannot even find my postcode nor can I use the same address for my purchase. So disappointing cause I waste my time selecting all the item but I cannot proceed because the postcode to my place is not available from the list. Update: I already reached out to customer service, and the problem is still unsolved. They did not respon to the real problem here. Disappointing.",1,10/08/2022 17:40
7a35edf8-fd36-47ea-a04e-28037032c059,A Google user,"I'm giving low rating to this app, because I have ordered so many times from this app, everything was ok and I was also get good product from shein, but right now when I'm placing the order there is some shipping problem is going on, showing that it will not ship in my area... If I was calling to the customer care they are not responding my call so right now how my problem is going to be solve?? I need a reply, Shein. I want to buy something from there, so plz solve my shipping problem.",2,06/01/2020 13:51
dacae86c-c805-4175-9d9b-a9f027e2d0df,A Google user,"Horrible service I've ever encountered. It shows a hotline number but there's no person that answers you are calls and listens to the problem you are facing or to support the help you need all they provide is a robotic chat service which is also completely dumb, it doesn't work properly. And the worst part is delivery... Man it literally takes more than 20 days to delivery a product sometimes it can exceed 20 days which is frustrating!!! It really has come very down in its services.",1,06/01/2020 7:51
8c02b821-88d4-44e1-83d9-e48c2d70b5df,rosalinda delacruz,I was looking for cute and affordable clothes and my friend recommended shein. I tried ordering clothes and it was supposed to get here like four days ago. I keep on getting problems with the delivery. I've tried ordering on shein before but keep on getting the same problem. This only happens with shein.,1,08/09/2022 4:44
0accbaa7-3127-4795-a9b6-490d3405e85f,Bella Johnston,"I've bought from seeing before and was very happy with the products and shipping. However I will not be purchasing from her again, as the last order I made said it was delivered but never actrally arrived in my mail box. I tried to sort the problem but there website was no help at all. I waited 2 weeks and still no package. I'm no longer at that residence however still in contact with the owner and no sign of the package. :(",2,10/06/2022 9:16
ae6ed870-036e-4051-bfb9-33ab47c997c9,Mikal Kwek,"Customer Service from SHEIN is one of the worst and they have issues with SHEIN gift card being stolen for use by others without any proper solution. Writing to customer service is like talking to a robot who doesn't seem to understand the seriousness of the problem. Otherwise, SHEIN does have very affordable lifestyle pieces of many options.",2,01/04/2023 18:49
8df4f649-38c8-4d0f-9feb-ed9c56ddd309,A Google user,SHEIN has terrible customer service. I returned two items and was refunded for an item that I kept and not for the item I sent back. When I reached out to customer service they claimed that it was my fault that I had requested to have the item returned. However it was their warehouse that reported that they got a shirt they never got and then they did not get a dress that they did get. I will never order from SHEIN again as they have been unable to fix the problem.,1,20/02/2020 2:59
7d22847a-be2e-4062-8956-f83c4fc17d44,A Google user,"So far I'm gonna rate the whole process 0%.... The app was easy to use for me but now the problem comes in to the tracking process. I made my 1st purchase on the 2nd of February yet even today I still can not track my items yet alone even get atleast an email to notify me about the whereabouts of my parcel. Order number : AKC107540 It has been 30 days now since my items were ""shipped"".... Still iIt got nothing I AM STILL IN WAITING.... IT'S NOW OVER 28 BUSINESS WORKING DAYS",1,12/03/2020 13:42
068570f2-14c0-4231-9f51-2dcb44b88c35,A Google user,This is the worthless site ever I seen. I give one rating for customer service. I placed the order through online payment but I cancelled with the possibility of having some problems but now one month is about to complete but refund has not been received yet and whenever I try to connect customer service they says that we can't do anything and you got your items already but the fact is I have cancelled before the deliver parcel.. Please solve my query I want my money back. I will never ever,1,14/12/2019 14:33
6a209e82-b2ab-42d9-838a-8df7f5048648,A Google user,"Never ever buy from this app , this is a worst online app and if your ordered doesn't arrive proper as mine one then they simply tell you to return the package with all the work i to do and they will compensate with half the delivery fee , more worst is that when i send them how my package is delivered and whats within that , they simply send you the how to return notification. Please don't ever buy from this app as they have no customer service as well they don't care to solve your problem.",1,30/03/2019 22:09
e1bdfaa2-27f6-41c7-b926-6c6bb4341a2f,A Google user,"Th price is good, the clothes are good but the shipment method is quite high for some countries, if you are from US or UK you will not have a problem but HOLD ON in the Soith America the shipment is HUUGE, like I basically could pay for 2 clothes with 15$ (shipment price), like please. I hope someday it get lower. Now I'm out of this app. Agg.",2,06/12/2019 2:50
12b84f33-4f11-47d0-8b25-b175c3c08319,A Google user,I'd give it zero stars if I could. Poorly made products. Might as well use wish. Atleast they respond when you have a problem. Shein does not. They send you to a poorly responsive computer that will not help you. Shipping doesnt update and it takes forever,1,24/04/2020 23:29
2275fac8-12e8-4e37-968b-b4ca38a35ac9,mariam Ksentini,The app is good but there is a problem.... you don't deliver to Tunisia. Can you answer faster?,1,18/11/2022 19:45
e617de28-e024-478f-8733-8f535cb63f29,Cara Sarah,I had previously left a review of 2 starts boy was I wrong to do that they should get 0 stars so many issues with my account and they say you can contact support but it's not accepting my email finally I find a way to contact them and it's all bots I didn't get an answer to my problems so I try contacting a real person it says leave a ticket and it takes you through so may steps that after trying to deal with it all day you just give up,1,08/01/2022 14:26
a20ac9fc-0ffd-477b-bbff-0d3381fcb949,Lufuno Jasmine Rashaka,This was my first purchase on Shein and I'm already disappointed. I haven't received my order and it's past it's estimated delivery date. Been waiting for more than 3 weeks now. Shein is not reliable I've tried telling them my problem on customer service but the replies weren't very helpful. At first they updated me frequently but now I haven't been updated for days and don't know what's happening. If it was possible I'd give shein zero stars.,1,09/12/2021 12:42
9e15f891-e8e9-4d5b-b599-655a2476ec56,Bayan Barakat,"Why would you remove the real measurements of the clothes? They're now different from when I added them to my cart. I don't know how to choose the right size or what would be suitable to my way of styling. And the one size pieces don't have the measurements anymore, please fix this problem!",2,26/10/2020 14:38
3e6781f1-570d-4b41-a4da-bc09df10818f,A Google user,"I have an over all problem with the shein website & the app. I can't view any of my orders . My order history has been wiped clean. This means I can't track my items.I have had confirmation on my email that my purchase was successful.I have talked to the online customer service people.They suggested I refresh the page, log out and into my account and also to log in on a different device.The customer service personnel asked for my username and password so they can see what the issue is I refused",2,15/04/2019 13:56
949aa869-1921-4389-8158-90dec3ee0c1c,Zeena Wasif,One of the worst apps and worse experiences. Customer service in this app is helarious! If you have lost a parcel or had a long delay NO ONE will help you! Ignoring all problems refusing to give you compensation for any damage! They choose the worst carriers to deliver your orders! Best to find another site that has honesty and value each customers without ignoring their problems.,1,31/08/2021 8:21
4ff9d173-1f94-4356-b900-c7b61fef3763,Erunanethiel,"Love Shein but...if you have problems with an order there's just unknowledgeble robots reanswering the same thing all over again, you can't contact anybody regarding your parcel. Sort this issue out and hire some real staff to sort people's problem out. Everybody pay for their stuff so atleast make sure you get some decent tracking and customer service.",2,04/09/2022 0:16
19cdbca3-04a3-4d02-8af9-784134f862ce,kaydence bebee,"I have used this app before and had no problems with it then and then deleted it cause I needed space on my phone I reinstalled it and I want to order something and it says that my phone number isn't long enough to complete my order. So that makes me a little annoyed, I love the app but I would like this problem to be fixed. I also live in Alberta Canada.",2,18/06/2021 5:42
e4e39085-f023-4011-b4bc-3a8c297ed1a6,amanpreet kour reen,I had purchased an item before lockdown And I get my item delivered after lockdown I was not satisfied with my order so I really want to return it back and they have policy of returning item upto 15 days of delivery and I tried to return on the day when the item is delivered it was enable to return they were showing that your time has been over and most problematic thing is that there is no contact no. Active where customers can directly contact and tell their problems need to improve contac,2,17/06/2020 23:49
0eff46b9-bcf6-46f7-86d2-310e5eb5ede7,Lauren R,Had few problems last couple times with delivery normally always delivered with royal mail but lately been sent with evri and everyone knows you ain't getting your package delivered with them which in my case is 100% evri says attempted delivery but no-one in yet I have 24hr security and checked they never came.So never get what I order and have to waste more time contacting shien over and over.,2,14/02/2023 20:06
b61dc27e-feb0-442f-8cce-2cfefbc3d5b6,Sarahi Rmz,"There isn't a phone number to contact customer service...there is no body who can help you if you have problems, I have a package missed, the. Tracking number registered the package was In my city on 23 Jun and in translation, then they send a notification in general that they're having a deley of 3 days, today it's August 6th, I don't even want the package, I just want my money back. I made the purchase 3 months ago, is ridiculous, and as I said even worst you, Shein, don't costumer service.",1,06/08/2020 11:30
d73a2ae3-2842-4f48-b0a7-596229a6a7a9,A Google user,"I have applied for return of an item from my another account and it's been more than 30 days, the pickup man has not picked up the item yet. I have tried everything to contact but shein has not replied anything of my efforts. Very bad experience. Please solve my problem.",1,06/03/2019 15:52
d19b90f5-4093-4fb7-aa15-ed1a871daf6b,A Google user,No doubt the outfits here is very trendy and amazing but utterly disappointed with this app i had ordered 3items for vacation and without even informing they cancelled it on its own and sent a message that my order will be cancelled due to whatever the problem was and it was sent a week after they cancelled my order that also without any reason what the hell does that mean very very disappointed 👎👎👎👎👎👎,1,29/06/2019 20:32
c2ee73cf-df67-43e8-8720-77ec4106a27e,Saraphina,"My reviews are being deleted for some reason.. I can no longer see people's sizes in their reviews. Also Shein membership is not working for me although it says I am S3. There is a problem with the page that just tells me to switch to my region continuously, even after clicking to do that. I am in the UK.",1,05/09/2021 20:32
2c6e9308-7050-4a5b-8472-ce362ba5d833,The Edscape,I used this service several times without any problem but my last order was processed and dispatched for several days. I then got a message saying the items were not available. This is totally unacceptable and I will seriously consider not using this app again.,2,16/01/2022 3:44
9fd400c2-e084-4676-b5b7-bb17f35a27af,A Google user,"This app's courier partner is worst . It keeps cancelling the order , even if they don't call also they blame others saying not picking call after the attempt , and i complaint about all these problems to the shein. Finally we couldn't order to this app from our area because of courier company. Thanks to the shein. !!",1,22/11/2019 18:34
87c7d30b-768c-46a2-8671-42e44ce90f16,israa khazaal,I realy love shein and i've ordered plenty of items from it since i work in cloth selling.. but i ordered lateley an order worth 400$ and it arrived missing 4 items which i've already paid for. I sent an email for shein and also tried texting them on the costumer service and no one replied to me and i was so pissed off because my money was gone and i don't know why. I wish you could solve my problem and thnx,2,07/10/2021 15:44
79e296c1-390b-40fc-a69a-a9ab27e6b708,A Google user,"I just now ordered 3 items, I wanted to order 2 different pullovers and one bottom but when i finally ordered it the prize is as it is too much which is the total prize of what I wanted to order and that's okay but the problem is that the items which I'm seeing is that they are showing that I have ordered 2 of the same pullovers and I don't know how is that possible. please help . I don't want the same 2 pullovers when I did not even order it and when I tried to call it says it is in waiting can't reach . So poor customer care.",2,24/09/2018 15:58
55bfea97-daec-4549-a0dd-14b5ec8b9645,Naima bougraj,"I've waited one month for my order to come when it's arrived two shoes were too tight even it's my size, when I wanted to return them I've been waiting for pick up since one month and no one showed up till now, when I contacted customer service they told me will send someone, and they wrote in my ticket problem solved without me submitting that I return items, and even most of items were very low quality one belt got broken from the first wear.",1,09/06/2020 3:00
37912158-027e-4939-bb0c-49173ac5f417,A Google user,It's very bad experience with their delivery service bcoz they had delivered my order to someone else and now even I'm facing the problem in the refund.. Very irresponsible people leading this website... I would suggest not to buy from them.. They have taken the money and the product has been returned but I didn't get any refund I lost my money for blindly believing them kindly no one repeat the mistake of buying from them..,1,10/12/2019 14:32
93335802-25d0-417c-a626-420e4cbbaba5,Tonya Lynn Tucker,"The app itself is good, no complaints however Ihave noticed an increase in the cost of several items I viewed or purchased in the past so wondering if yhat has anyhing to do with my preferences in which case...not cool. I feel like although there are flah sales and things like contests, ur up against so many ppl odds are not in your favour. Also, had a problem with customer service and their unwillingness to be fair regarding certai issues. I can get better uality clothing for much cheaper upda",2,11/06/2022 10:36
338bc9dd-ce75-42b0-a230-ad2d1cd9db43,Mrinalini Shahdeo,I had a problem with my order and I tried to contact shein everywhere but there was no response from them I tried reaching service center they didn't help me as well. Yet my problem stay unresolved and they're less bothered. My past experience was good but now I can't say that,1,02/06/2020 6:29
8e66cb9a-19eb-474b-b0fd-6897511d63ff,Adhis,"Shein is doing a great job,products are delivered at the right time. The only problem is Aramex delivery. Aramex is doing a shady job. They just surprise you with the deliver on your door step,no prior contact with the client to let them know the products are being delivered. And when you miss the delivery,no matter how many times you call them,they will never pick up your calls. Apparently most people complain about this and its high time you guys do something about it.POOR CUSTOMER SERVICE!",1,19/07/2021 10:12
2d737d49-d241-4394-8cea-7e31bd9a8255,Thabiso penelope Ngwane,M having a really bad experience with shein... I made an order before 14 Feb and i still haven't received anything. I keep getting emails saying the delivery has failed due to some reasons but my problem is my phone is always on and i never leave the flat unless i have to go to the stores which are like 2 minutes away from my flat... I am absolutely dissatisfied with the service. I've tried getting help on Facebook but m being told to wait yet i keep receiving these emails‼️ Disappointing,1,04/03/2022 1:02
ea057b11-8dd9-49b6-b65e-f2765eef3af2,Anshu Choudhary,"Their customer care services are pathetic. They don't even have real person who can solve my problem. They want me to talk to bot, seriously. Don't don't download this app. My order was divided into two parts one was deliver within 4 days, but 2nd is taking too much time.. Not going to order anything from SHEIN again...",1,09/06/2020 5:46
14b7a98b-9d35-429d-894d-d743c7778ae4,A Google user,This app was one stop shop for me before but now due to 1) it's super late delivery now 2) only online payment under 700 and over 1500 or so.so basically we don't have option but to buy more or remove the product for cod. I don't think I could be shopping with shein anymore and this has been a problem for most of the people I know,1,20/11/2019 12:41
724b3e4a-3f25-45fc-a788-294dfe80e837,Youssra Sl,This us my first time and last shopping from your site shein is worst experience ever. Why? I bought anew items from the site on February 22nd but until now I didn't receive anything!! Its almost a month now why? I sent a lot of emails to the support no one can reply and fix my problem shame on you!,1,19/03/2022 15:12
cd236099-3b20-4f63-8e24-1e97265b7713,A Google user,Worst shopping app I have found so many problem during return or cancellation time.... Pickup option is only available one time otherwise self return too bad bcz I already done a live chat and also submit my cancellation they open my msg by didn't reply and in mrng item was shipped and they told me after that sorry your item was shipped..... Customer service is not up to the expectation. ....not getting full query to my quest asked to them..... Disappointed,1,27/10/2018 9:32
95e21715-c306-49ea-915b-1426c141e0cc,Preeti Singh,"I love all the products here but the main problem is that whenever open the app it automatically logged me out, and then I log in back it automatically logged me out.. This makes me more annoying whenever open the app. Pls fix this bug on ur app.",1,29/06/2020 12:16
8a081193-6988-42c3-bb52-7a04e04f905e,Vitumbiko Sueza,"Beautiful clothes, terrible delivery services. You guys are responsible for the couriers you pick to deliver our orders. You are aware of their awful service and do nothing about it. This will definitely lead to problems in the future. I will never order from you again. Definitely not worth the hassle 🙂 or my time or my money. Still waiting for my delivery that's a week and a half overdue. Forced to collect it myself.",2,03/05/2022 16:01
c3b11863-34c6-4a9a-95f6-128a5b8f5457,A Google user,I'm really very disappointed with this app. Didn't get my prepaid order even after 26 days. Tried to contact several times with the support team but it is very hard to contact with them and even harder to get any type of solution. Even in Instagram it takes more than a day to reply and finally when they reply they just don't have any solution for your problem. After 26 days they are saying that my parcel might be lost. Wow! If you don't know how to value your customers then wrap up your business,1,25/08/2019 9:17
04017596-b618-4f91-9eaf-dde3d3a462c9,A Google user,I think the products are good but the only problem is with delivery takes a very long time makes a person extremely impatient which is just so obnoxious . I will never ever buy anything from here again and dont really recommend it to anyone .,1,16/02/2019 14:17
d6af144c-41fc-433e-90b1-292895d710d5,A Google user,Horrible experience. Had ordered multiple times but no points got added cause there was a issue in the system with linking my account. No one chats or talks or connects in any way to sort the problem. No value of customers,1,07/01/2020 11:35
5a7c3409-9e26-485a-964a-34295a5ab5f8,TH3O,Hacked day after using I had hundreds of dollars withdrawn by increments of 20. I only use Amazon and have never had problems for several years. Tried this and prices are great but obviously there is a heft price to pay from theft. Will be launching an investigation tommorow,1,22/03/2021 0:09
